time [s],425nm [mV],Channel 2-500nm [mV],Channel 3-610nm [mV]
24700,797.727,2185.471,2785.4970000000003
24720,794.418,2175.758,2774.437
24740,781.2689999999999,2141.235,2727.8259999999996
24760,791.309,2167.666,2761.228
24780,606.3580000000001,1653.969,2101.955
24800,794.62,2180.026,2776.2340000000004
24820,803.3989999999999,2202.549,2805.965
24840,813.2080000000001,2230.9829999999997,2844.195
24860,818.4119999999999,2246.478,2863.975
24880,824.8760000000001,2265.737,2888.2790000000005
24900,825.0239999999999,2267.294,2891.593
24920,830.665,2280.991,2913.57
24940,830.653,2283.278,2914.96
24960,833.612,2291.083,2923.341
24980,841.289,2313.4179999999997,2952.015
25000,838.828,2305.77,2940.607
25020,841.2360000000001,2315.638,2955.177
25040,842.512,2317.34,2959.597
25060,844.1110000000001,2320.724,2962.6009999999997
25080,842.352,2319.617,2959.2009999999996
25100,841.677,2316.2889999999998,2958.474
25120,844.6460000000001,2330.346,2972.028
25140,848.42,2335.76,2983.079
25160,842.502,2321.234,2965.5409999999997
25180,843.174,2321.653,2962.2509999999997
25200,842.993,2324.3,2968.211
25220,841.9580000000001,2320.015,2962.224
25240,841.2810000000001,2320.027,2963.507
25260,843.165,2325.797,2973.952
25280,842.65,2325.494,2968.6209999999996
25300,842.34,2324.984,2970.073
25320,844.25,2333.04,2979.493
25340,842.557,2323.256,2970.133
25360,839.803,2318.785,2959.22
25380,840.368,2320.7,2966.33
25400,838.711,2319.756,2968.7790000000005
25420,834.1360000000001,2301.242,2939.301
25440,838.68,2315.626,2957.759
25460,669.298,1832.8020000000001,2323.9970000000003
25480,837.6189999999999,2311.618,2952.197
25500,835.307,2308.4139999999998,2948.656
25520,832.393,2303.5170000000003,2944.3759999999997
25540,826.6139999999999,2285.34,2919.829
25560,827.799,2289.627,2930.923
25580,825.975,2285.845,2922.263
25600,829.687,2297.242,2936.2009999999996
25620,829.8919999999999,2297.797,2939.048
25640,825.143,2284.467,2923.105
25660,760.5169999999999,2103.5789999999997,2685.881
25680,803.5089999999999,2226.62,2848.756
25700,785.315,2174.9970000000003,2780.528
25720,786.8389999999999,2178.9429999999998,2787.232
25740,784.414,2173.214,2779.026
25760,766.3389999999999,2125.1679999999997,2716.6440000000002
25780,754.666,2090.225,2672.265
25800,693.572,1917.567,2443.335
25820,717.5060000000001,1987.457,2543.175
25840,731.6569999999999,2029.207,2590.8779999999997
25860,751.948,2087.159,2669.2129999999997
25880,738.232,2048.035,2616.375
25900,737.562,2046.9,2614.3979999999997
25920,743.9060000000001,2068.124,2641.554
25940,750.69,2086.449,2671.5640000000003
25960,766.3919999999999,2128.136,2724.218
25980,767.7719999999999,2133.901,2734.89
26000,792.93,2206.5879999999997,2828.643
26020,792.327,2203.345,2823.555
26040,788.822,2196.488,2818.2909999999997
26060,777.24,2163.375,2769.0359999999996
26080,789.747,2199.466,2819.242
26100,801.1080000000001,2232.2889999999998,2862.327
26120,793.7689999999999,2215.097,2839.716
26140,802.732,2237.618,2873.478
26160,788.1160000000001,2196.86,2816.103
26180,787.938,2200.611,2821.667
26200,796.664,2224.734,2855.1079999999997
26220,794.7660000000001,2220.757,2847.841
26240,791.817,2211.135,2836.3590000000004
26260,798.845,2232.58,2866.0959999999995
26280,806.0219999999999,2251.923,2892.337
26300,807.2639999999999,2257.638,2899.48
26320,800.6360000000001,2239.172,2874.613
26340,805.4689999999999,2253.656,2893.283
26360,807.235,2260.888,2902.086
26380,786.538,2203.364,2828.2909999999997
26400,795.076,2224.66,2858.965
26420,792.196,2220.373,2849.078
26440,797.6030000000001,2237.556,2873.914
26460,801.227,2245.736,2886.732
26480,787.084,2207.592,2834.296
26500,803.938,2253.754,2899.885
26520,796.936,2235.93,2871.511
26540,813.298,2283.118,2936.788
26560,813.284,2282.669,2934.625
26580,811.887,2279.499,2930.7870000000003
26600,811.069,2278.0820000000003,2930.9629999999997
26620,805.9860000000001,2264.817,2912.059
26640,798.1439999999999,2244.11,2884.717
26660,799.9010000000001,2248.716,2891.29
26680,799.9110000000001,2249.107,2895.238
26700,805.2230000000001,2266.197,2914.9990000000003
26720,807.6519999999999,2271.299,2922.695
26740,805.3660000000001,2266.505,2916.823
26760,805.1419999999999,2267.718,2915.719
26780,805.178,2268.09,2917.95
26800,801.122,2257.698,2906.525
26820,800.049,2254.653,2902.0170000000003
26840,798.943,2250.462,2897.1079999999997
26860,798.5310000000001,2252.813,2902.5009999999997
26880,799.82,2258.022,2908.7659999999996
26900,797.784,2253.456,2905.7259999999997
26920,796.4639999999999,2249.61,2899.218
26940,796.778,2251.897,2902.8109999999997
26960,792.875,2239.3179999999998,2887.792
26980,793.002,2241.933,2893.62
27000,794.275,2248.354,2900.355
27020,792.7180000000001,2241.521,2892.284
27040,789.9789999999999,2236.333,2885.258
27060,785.487,2223.768,2868.485
27080,789.835,2236.5879999999997,2886.6859999999997
27100,788.87,2235.591,2884.6690000000003
27120,776.87,2201.705,2842.093
27140,766.59,2173.548,2803.171
27160,772.095,2189.004,2825.83
27180,765.581,2173.262,2810.7929999999997
27200,751.002,2130.8089999999997,2747.722
27220,737.1260000000001,2090.306,2696.989
27240,738.618,2096.7960000000003,2702.849
27260,744.3639999999999,2113.547,2728.0809999999997
27280,755.4169999999999,2143.876,2770.0229999999997
27300,759.459,2159.076,2788.982
27320,733.323,2083.645,2689.0559999999996
27340,701.809,1992.469,2572.377
27360,647.836,1835.3529999999998,2360.07
27380,649.159,1841.8339999999998,2375.867
27400,616.701,1749.263,2250.748
27420,563.164,1596.3270000000002,2051.587
27440,586.984,1666.8029999999999,2148.4829999999997
27460,558.896,1585.069,2038.386
27480,489.538,1385.889,1774.9260000000002
27500,485.218,1373.6529999999998,1759.229
27520,524.85,1490.338,1915.371
27540,618.749,1762.943,2274.702
27560,686.557,1959.5620000000001,2535.82
27580,687.046,1963.086,2541.74
27600,660.937,1886.902,2442.815
27620,620.842,1770.2320000000002,2285.736
27640,589.776,1678.71,2162.325
27660,693.4169999999999,1984.925,2575.488
27680,686.0880000000001,1963.5770000000002,2546.311
27700,694.551,1988.318,2581.437
27720,728.6310000000001,2090.22,2714.76
27740,704.727,2019.505,2617.281
27760,709.2760000000001,2031.703,2637.491
27780,708.0269999999999,2030.654,2634.458
27800,699.255,2006.1879999999999,2601.5879999999997
27820,716.658,2056.491,2666.087
27840,705.569,2023.594,2622.6690000000003
27860,722.177,2074.68,2691.5879999999997
27880,726.373,2085.428,2708.7
27900,711.52,2044.7060000000001,2654.877
27920,676.6060000000001,1944.585,2519.715
27940,677.571,1946.866,2525.2960000000003
27960,683.436,1966.395,2549.3
27980,708.706,2041.132,2652.535
28000,716.3430000000001,2062.635,2679.098
28020,697.064,2008.741,2608.411
28040,723.8960000000001,2085.371,2711.969
28060,683.0239999999999,1966.3120000000001,2553.051
28080,677.7760000000001,1953.8329999999999,2538.2329999999997
28100,711.472,2052.781,2672.136
28120,690.675,1993.761,2592.525
28140,631.4540000000001,1821.082,2363.1
28160,640.39,1847.9560000000001,2397.738
28180,630.765,1817.214,2353.9570000000003
28200,577.023,1661.558,2151.716
28220,542.7,1559.73,2014.224
28240,566.347,1632.8570000000002,2114.685
28260,604.1669999999999,1745.601,2266.972
28280,658.3910000000001,1908.0639999999999,2486.0860000000002
28300,522.752,1505.039,1944.7679999999998
28320,414.14,1192.0430000000001,1538.854
28340,565.107,1636.5479999999998,2127.464
28360,615.852,1784.9660000000001,2322.395
28380,601.099,1741.354,2262.468
28400,569.513,1647.565,2136.178
28420,523.908,1518.5379999999998,1971.991
28440,654.752,1903.4720000000002,2480.819
28460,558.0740000000001,1615.391,2092.597
28480,530.174,1543.4460000000001,2009.645
28500,692.9110000000001,2019.3,2636.282
28520,572.634,1666.2720000000002,2169.862
28540,611.703,1779.95,2318.578
28560,529.857,1537.135,1994.424
28580,536.568,1558.6729999999998,2023.11
28600,552.313,1606.5720000000001,2086.763
28620,575.4830000000001,1676.44,2181.6020000000003
28640,615.561,1797.631,2344.501
28660,682.8639999999999,2000.175,2619.6929999999998
28680,692.41,2029.066,2655.7209999999995
28700,701.8689999999999,2060.161,2699.437
28720,686.7689999999999,2009.1870000000001,2621.331
28740,698.493,2049.11,2681.363
28760,699.682,2055.4139999999998,2695.7940000000003
28780,702.5169999999999,2063.696,2703.8979999999997
28800,700.796,2058.055,2695.324
28820,662.334,1943.095,2532.88
28840,702.2689999999999,2064.188,2700.164
28860,704.393,2071.7,2714.257
28880,731.113,2155.886,2826.929
28900,731.08,2152.8720000000003,2821.562
28920,729.692,2152.3089999999997,2818.289
28940,730.441,2153.475,2821.855
28960,726.175,2140.718,2808.9359999999997
28980,726.357,2144.229,2810.8909999999996
29000,726.135,2146.864,2814.987
29020,724.7810000000001,2142.5029999999997,2811.732
29040,724.428,2141.5660000000003,2812.2659999999996
29060,710.5880000000001,2099.593,2754.917
29080,675.828,1997.1370000000002,2625.16
29100,605.44,1785.514,2334.504
29120,610.85,1805.224,2367.206
29140,603.187,1785.493,2337.153
29160,646.238,1910.3339999999998,2504.9829999999997
29180,676.42,2006.0439999999999,2639.401
29200,680.683,2019.56,2657.1540000000005
29220,671.587,1992.1329999999998,2618.036
29240,661.471,1963.05,2582.7670000000003
29260,663.092,1974.201,2596.822
29280,679.44,2024.152,2668.0559999999996
29300,648.2819999999999,1930.404,2534.919
29320,588.789,1748.65,2291.737
29340,532.479,1579.096,2065.8179999999998
29360,579.762,1724.904,2260.833
29380,649.405,1936.317,2555.375
29400,394.39,1159.117,1498.854
29420,360.61,1060.7930000000001,1371.61
29440,473.347,1398.16,1813.629
29460,357.11300000000006,1047.8519999999999,1349.9260000000002
29480,279.369,814.092,1041.744
29500,227.01,662.4889999999999,851.2230000000001
29520,207.59799999999998,606.7080000000001,780.923
29540,323.563,944.495,1211.3
29560,424.55,1259.12,1639.631
29580,318.894,938.959,1212.776
29600,373.96,1103.528,1429.315
29620,420.36300000000006,1248.517,1625.142
29640,578.628,1746.225,2309.8920000000003
29660,524.2919999999999,1569.264,2058.573
29680,445.13199999999995,1327.546,1737.95
29700,502.41900000000004,1509.6879999999999,1991.951
29720,590.427,1783.1970000000001,2364.867
29740,517.533,1548.77,2026.701
29760,560.138,1689.255,2235.038
29780,612.19,1848.3210000000001,2442.718
29800,585.5369999999999,1757.224,2307.982
29820,413.756,1237.743,1622.4460000000001
29840,474.195,1424.961,1867.485
29860,534.544,1606.6689999999999,2103.82
29880,616.403,1866.005,2472.5029999999997
29900,652.366,1987.994,2646.5440000000003
29920,677.252,2065.775,2751.5170000000003
29940,681.66,2078.297,2769.797
29960,675.554,2061.567,2744.72
29980,673.008,2055.354,2737.7270000000003
30000,660.048,2014.203,2679.887
30020,663.154,2025.769,2698.8909999999996
30040,654.6469999999999,2004.3210000000001,2667.3909999999996
30060,623.031,1906.004,2535.0429999999997
30080,580.893,1771.631,2348.955
30100,609.031,1865.215,2484.0660000000003
30120,564.938,1727.951,2300.069
30140,513.763,1571.1779999999999,2088.53
30160,487.404,1489.618,1976.9260000000002
30180,430.152,1305.69,1716.5829999999999
30200,291.324,874.822,1135.595
30220,286.548,868.845,1140.928
30240,334.272,1012.721,1327.336
30260,352.275,1072.371,1411.3329999999999
30280,393.01199999999994,1199.9389999999999,1584.935
30300,352.55,1075.833,1418.7979999999998
30320,352.464,1076.362,1419.942
30340,315.113,963.6189999999999,1275.8139999999999
30360,356.908,1094.36,1450.832
30380,243.68,744.855,986.941
30400,214.2,651.374,857.6039999999999
30420,187.328,571.694,757.196
30440,199.268,609.729,808.575
30460,235.05700000000002,720.1080000000001,952.623
30480,252.554,774.57,1025.15
30500,236.03400000000002,724.4830000000001,959.487
30520,212.91299999999998,654.364,868.07
30540,210.84799999999998,648.181,860.007
30560,204.053,629.0980000000001,836.5010000000001
30580,211.785,651.689,864.0189999999999
30600,215.74,666.1410000000001,884.7260000000001
30620,245.614,758.059,1004.4
30640,251.472,776.508,1028.562
30660,286.08299999999997,887.7610000000001,1179.8239999999998
30680,328.655,1021.845,1360.989
30700,403.745,1260.028,1682.219
30720,417.705,1307.137,1749.547
30740,481.648,1513.1589999999999,2033.138
30760,460.124,1445.506,1940.896
30780,510.259,1607.6879999999999,2164.0679999999998
30800,542.727,1714.001,2310.939
30820,561.826,1776.6879999999999,2399.0029999999997
30840,551.076,1741.974,2348.151
30860,584.269,1852.889,2502.658
30880,583.758,1848.662,2497.623
30900,607.746,1931.0020000000002,2613.466
30920,588.491,1869.171,2528.124
30940,606.065,1929.7720000000002,2614.119
30960,604.746,1925.33,2605.362
30980,602.987,1921.616,2600.708
31000,601.5369999999999,1918.871,2598.229
31020,599.692,1914.5079999999998,2593.7529999999997
31040,598.905,1913.402,2592.59
31060,598.164,1913.3329999999999,2592.1420000000003
31080,596.526,1909.368,2587.452
31100,595.257,1907.516,2587.035
31120,590.384,1893.935,2570.732
31140,583.637,1874.433,2544.656
31160,575.805,1851.7920000000001,2516.663
31180,575.54,1853.635,2519.598
31200,564.201,1817.7820000000002,2468.424
31220,544.269,1753.066,2380.617
31240,500.631,1611.004,2181.32
31260,467.51300000000003,1505.506,2037.725
31280,438.36400000000003,1410.809,1905.494
31300,482.144,1558.483,2116.571
31320,511.801,1658.461,2259.5879999999997
31340,510.445,1656.594,2256.768
31360,506.85900000000004,1647.4820000000002,2247.093
31380,509.93,1659.7920000000001,2265.551
31400,496.31800000000004,1617.4979999999998,2208.002
31420,474.68699999999995,1548.121,2113.9770000000003
31440,455.694,1479.2320000000002,2007.003
31460,452.847,1467.721,1988.575
31480,486.369,1590.18,2174.232
31500,471.666,1542.156,2107.88
31520,455.14300000000003,1487.994,2033.713
31540,426.92199999999997,1397.2279999999998,1906.431
31560,445.626,1462.3310000000001,2001.379
31580,460.191,1513.4720000000002,2074.249
31600,453.694,1492.934,2046.1270000000002
31620,456.93199999999996,1506.441,2066.958
31640,436.921,1439.71,1970.842
31660,423.61699999999996,1396.01,1911.922
31680,407.944,1341.4979999999998,1828.671
31700,317.051,1025.927,1377.1029999999998
31720,53.52,165.045,219.107
31740,47.965,146.32,191.822
31760,142.334,456.352,608.683
31780,326.519,1076.865,1463.1960000000001
31800,341.024,1116.431,1505.8229999999999
31820,319.8,1047.599,1410.975
31840,324.402,1059.1860000000001,1421.1270000000002
31860,245.81400000000002,805.438,1084.9569999999999
31880,245.748,801.9730000000001,1077.139
31900,292.342,971.26,1326.7060000000001
31920,301.21299999999997,995.965,1349.9479999999999
31940,96.59100000000001,309.231,413.18199999999996
31960,169.33700000000002,556.245,750.6160000000001
31980,275.118,906.9680000000001,1221.6
32000,145.85,477.81,645.249
32020,75.727,245.445,332.499
32040,38.218,123.708,173.843
32060,36.75,120.48700000000001,170.979
32080,23.06,73.061,104.635
32100,28.625,91.655,127.35799999999999
32120,70.672,229.547,307.257
32140,73.845,241.981,327.678
32160,126.18799999999999,417.631,562.117
32180,126.348,419.884,568.74
32200,154.221,513.818,694.365
32220,100.396,329.34,439.99
32240,89.32600000000001,290.668,382.421
32260,39.58,129.893,174.572
32280,47.001999999999995,148.509,192.301
32300,5.066,12.648,18.492
32320,47.41,158.112,216.25
32340,173.15099999999998,579.965,774.062
32360,141.089,470.405,625.327
32380,57.471000000000004,192.542,261.185
32400,70.44800000000001,233.74099999999999,310.922
32420,60.83,200.205,263.965
32440,43.501999999999995,142.026,187.39700000000002
32460,40.324,129.671,168.641
32480,4.923,12.61,18.775
32500,48.431999999999995,154.569,198.083
32520,40.483000000000004,129.266,166.016
32540,4.399,10.76,15.683
32560,4.215,10.116,14.540999999999999
32580,33.684,77.503,52.519
32600,48.532,158.222,206.144
32620,5.183,14.012,21.826999999999998
32640,3.986,9.203,13.323
32660,3.924,9.031,12.977
32680,4.103,9.607999999999999,13.752
32700,3.984,9.079,12.812999999999999
32720,3.7689999999999997,8.349,11.704
32740,3.6189999999999998,7.818,10.845999999999998
32760,3.572,7.5889999999999995,10.392999999999999
32780,3.412,7.069,9.615
32800,3.3,6.733,9.072000000000001
32820,3.25,6.483,8.75
32840,3.1830000000000003,6.359,8.512
32860,3.178,6.256,8.392000000000001
32880,3.145,6.261,8.39
32900,3.161,6.261,8.457
32920,3.111,6.1370000000000005,8.192
32940,3.071,5.898,7.935
32960,3.009,5.689,7.627000000000001
32980,2.88,5.281000000000001,6.995
33000,2.801,4.864,6.327999999999999
33020,2.6889999999999996,4.489,5.653
33040,2.551,4.015,4.926
33060,2.406,3.572,4.232
33080,2.332,3.135,3.676
33100,2.294,2.9160000000000004,3.359
33120,2.234,2.82,3.195
33140,2.193,2.77,3.13
33160,2.1790000000000003,2.742,3.102
33180,2.184,2.742,3.0780000000000003
33200,2.186,2.7060000000000004,3.0780000000000003
33220,2.12,2.737,3.071
33240,2.177,2.7489999999999997,3.0660000000000003
33260,2.198,2.713,3.049
33280,2.186,2.7110000000000003,3.114
33300,2.158,2.718,3.073
33320,2.174,2.725,3.037
33340,2.151,2.682,3.0469999999999997
33360,2.17,2.6889999999999996,3.014
33380,2.158,2.63,3.045
33400,2.167,2.6510000000000002,3.057
33420,2.184,2.6660000000000004,3.033
33440,2.148,2.642,3.035
33460,2.174,2.608,2.99
33480,2.141,2.62,2.975
33500,2.131,2.623,2.9730000000000003
33520,2.134,2.613,2.964
33540,2.136,2.625,2.9730000000000003
33560,2.0980000000000003,2.592,2.971
33580,2.136,2.62,2.985
33600,2.148,2.596,2.966
33620,2.12,2.589,2.947
33640,2.124,2.568,2.9589999999999996
33660,2.1,2.563,2.9539999999999997
33680,2.086,2.58,2.9560000000000004
33700,2.112,2.577,2.918
33720,2.081,2.544,2.952
33740,2.12,2.532,2.971
33760,2.11,2.563,2.937
33780,2.0909999999999997,2.542,2.966
33800,2.089,2.539,2.937
33820,2.12,2.546,2.949
33840,2.1,2.5580000000000003,2.964
33860,2.108,2.544,2.9560000000000004
33880,2.1,2.542,2.971
33900,2.074,2.5180000000000002,2.9539999999999997
33920,2.093,2.522,2.9419999999999997
33940,2.108,2.537,2.9539999999999997
33960,2.117,2.53,3.0039999999999996
33980,2.086,2.57,3.0639999999999996
34000,2.089,2.625,3.1189999999999998
34020,2.117,2.625,3.1639999999999997
34040,2.151,2.635,3.2
34060,2.129,2.658,3.295
34080,2.131,2.7039999999999997,3.321
34100,2.127,2.716,3.359
34120,2.127,2.728,3.35
34140,2.1430000000000002,2.725,3.388
34160,2.155,2.7539999999999996,3.471
34180,2.155,2.823,3.505
34200,2.162,2.806,3.548
34220,2.16,2.8280000000000003,3.5410000000000004
34240,2.174,2.9160000000000004,3.636
34260,2.191,2.9730000000000003,3.824
34280,2.177,2.9989999999999997,3.87
34300,2.191,3.002,3.8339999999999996
34320,2.182,2.983,3.824
34340,2.1719999999999997,2.975,3.81
34360,2.1790000000000003,2.923,3.75
34380,2.186,2.949,3.734
34400,2.174,2.99,3.7769999999999997
34420,2.1719999999999997,3.0180000000000002,3.915
34440,2.21,3.0780000000000003,4.025
34460,2.177,3.138,4.151
34480,2.191,3.154,4.234
34500,2.222,3.2230000000000003,4.32
34520,2.213,3.247,4.461
34540,2.227,3.3280000000000003,4.652
34560,2.244,3.405,4.852
34580,2.296,3.5210000000000004,5.1
34600,2.313,3.7689999999999997,5.524
34620,2.358,4.1080000000000005,6.27
34640,2.4459999999999997,4.4110000000000005,6.921
34660,2.501,4.821000000000001,7.603
34680,2.589,5.169,8.307
34700,2.6039999999999996,5.364,8.667
34720,2.608,5.322,8.533
34740,2.556,5.167000000000001,8.202
34760,2.522,4.897,7.6339999999999995
34780,2.52,4.814,7.434
34800,2.573,5.147,8.035
34820,2.687,5.872000000000001,9.517999999999999
34840,23.785,115.068,188.97099999999998
34860,32.544000000000004,159.736,260.644
34880,42.107,209.429,341.535
34900,48.506,243.487,399.065
34920,52.39,264.671,433.81
34940,50.156000000000006,253.921,417.466
34960,49.911,254.049,419.12800000000004
34980,48.95399999999999,250.919,415.59
35000,46.091,237.21,393.913
35020,40.696,210.46599999999998,351.31
35040,35.913000000000004,186.43099999999998,313.015
35060,33.522,174.611,294.063
35080,31.111,162.284,273.58299999999997
35100,27.316,142.19799999999998,240.514
35120,24.338,126.47200000000001,214.05700000000002
35140,21.808000000000003,112.65799999999999,190.96900000000002
35160,3.781,20.84,44.78
35180,2.7489999999999997,6.571000000000001,10.675999999999998
35200,2.6630000000000003,6.182,9.885
35220,2.639,5.888999999999999,9.291
35240,2.563,5.6579999999999995,8.855
35260,2.553,5.507000000000001,8.514
35280,2.551,5.35,8.202
35300,2.499,5.221,7.977
35320,2.499,5.074,7.7010000000000005
35340,2.449,4.895,7.358
35360,2.396,4.773,7.021
35380,2.41,4.566,6.721
35400,2.356,4.442,6.5089999999999995
35420,2.344,4.343999999999999,6.235
35440,2.322,4.206,6.007999999999999
35460,2.275,4.07,5.777
35480,2.303,3.9389999999999996,5.524
35500,2.258,3.822,5.269
35520,2.22,3.695,5.0569999999999995
35540,2.201,3.557,4.838
35560,2.184,3.431,4.637
35580,2.153,3.34,4.42
35600,2.1430000000000002,3.235,4.23
35620,2.1390000000000002,3.116,4.079
35640,2.081,3.076,3.951
35660,2.1,3.0060000000000002,3.867
35680,2.072,2.968,3.76
35700,2.077,2.8939999999999997,3.6719999999999997
35720,2.062,2.8939999999999997,3.591
35740,2.0380000000000003,2.832,3.545
35760,2.041,2.78,3.44
35780,2.024,2.747,3.4019999999999997
35800,2.046,2.7060000000000004,3.338
35820,2.043,2.656,3.2760000000000002
35840,2.041,2.6660000000000004,3.262
35860,2.055,2.6010000000000004,3.207
35880,2.043,2.5869999999999997,3.142
35900,2.031,2.551,3.035
35920,2.0580000000000003,2.499,2.9130000000000003
35940,2.024,2.444,2.8280000000000003
35960,2.055,2.379,2.7439999999999998
35980,2.041,2.332,2.6660000000000004
36000,2.053,2.339,2.608
36020,2.046,2.2769999999999997,2.5580000000000003
36040,2.029,2.258,2.5269999999999997
36060,2.062,2.224,2.48
36080,2.029,2.184,2.46
36100,2.012,2.177,2.408
36120,2.043,2.158,2.3480000000000003
36140,2.019,2.1390000000000002,2.353
36160,2.029,2.0909999999999997,2.267
36180,2.0269999999999997,2.112,2.222
36200,2.031,2.0669999999999997,2.21
36220,2.041,2.053,2.189
36240,2.01,2.0580000000000003,2.124
36260,2.0380000000000003,2.024,2.115
36280,2.005,2.05,2.077
36300,2.031,2.046,2.081
36320,2.046,2.01,2.046
36340,2.029,2.053,2.0340000000000003
36360,1.996,2.0340000000000003,2.017
36380,2.0269999999999997,2.065,2.041
36400,2.022,2.055,2.055
36420,2.048,2.0380000000000003,2.053
36440,2.031,2.0269999999999997,2.036
36460,2.012,2.01,2.0340000000000003
36480,2.05,2.0,2.0069999999999997
36500,2.012,2.0380000000000003,2.0269999999999997
36520,2.015,2.029,2.0
36540,2.015,2.012,2.053
36560,2.012,2.036,2.024
36580,2.019,2.031,2.0380000000000003
36600,2.048,2.046,2.029
36620,2.029,2.024,2.003
36640,2.036,2.036,2.01
36660,2.022,2.022,2.0580000000000003
36680,2.0269999999999997,2.0269999999999997,2.0269999999999997
36700,2.036,2.029,2.0380000000000003
36720,2.024,2.024,2.041
36740,2.024,2.029,2.031
36760,2.015,2.036,2.048
36780,2.005,2.036,2.024
36800,2.053,2.036,2.0580000000000003
36820,2.046,2.022,2.029
36840,2.0340000000000003,2.036,2.005
36860,2.031,2.0340000000000003,2.019
36880,1.986,2.0269999999999997,2.036
36900,2.022,2.046,1.993
36920,2.055,2.053,2.019
36940,2.041,2.012,2.005
36960,2.024,2.01,2.0340000000000003
36980,2.0340000000000003,2.06,2.015
37000,2.0340000000000003,2.0340000000000003,2.036
37020,2.048,2.0340000000000003,2.019
37040,2.041,2.05,2.0340000000000003
37060,2.031,2.043,2.046
37080,2.005,2.036,2.029
37100,2.0069999999999997,2.015,2.019
37120,2.022,2.0340000000000003,2.019
37140,2.022,2.0380000000000003,2.0069999999999997
37160,2.0380000000000003,2.029,2.01
37180,2.048,2.019,2.036
37200,2.036,2.019,2.041
37220,2.01,2.043,2.06
37240,2.012,2.005,2.0069999999999997
37260,2.015,2.036,2.06
37280,2.06,2.053,2.05
37300,2.0340000000000003,2.017,2.005
37320,2.0340000000000003,2.029,2.0380000000000003
37340,2.046,2.036,2.0380000000000003
37360,2.031,2.022,2.019
37380,2.053,2.0269999999999997,2.046
37400,1.9980000000000002,2.036,2.0269999999999997
37420,2.024,2.029,2.012
37440,2.029,2.0380000000000003,2.065
37460,2.024,2.019,2.01
37480,1.996,2.0069999999999997,2.0580000000000003
37500,1.9809999999999999,2.019,2.048
37520,2.053,2.041,1.9980000000000002
37540,2.0340000000000003,2.015,1.9980000000000002
